Bin,Count
UDN_BG_A_P_QC-NIST_M_036 & 127,89
UDN_BG_A_P_QC-NIST_M_036 & 128,91
UDN_BG_A_P_QC-NIST_M_036 & 129,90
UDN_BG_A_P_QC-NIST_M_036 & 13,11
UDN_BG_A_P_QC-NIST_M_036 & 130,90
UDN_BG_A_P_QC-NIST_M_036 & 131,91
UDN_BG_A_P_QC-NIST_M_036 & 132,94
UDN_BG_A_P_QC-NIST_M_036 & 133,93
UDN_BG_A_P_QC-NIST_M_036 & 134,93
UDN_BG_A_P_QC-NIST_M_036 & 135,93
UDN_BG_A_P_QC-NIST_M_036 & 136,89
UDN_BG_A_P_QC-NIST_M_036 & 137,92
UDN_BG_A_P_QC-NIST_M_036 & 138,101
UDN_BG_A_P_QC-NIST_M_036 & 139,97
UDN_BG_A_P_QC-NIST_M_036 & 14,12
UDN_BG_A_P_QC-NIST_M_036 & 140,99
UDN_BG_A_P_QC-NIST_M_036 & 141,103
UDN_BG_A_P_QC-NIST_M_036 & 142,100
UDN_BG_A_P_QC-NIST_M_036 & 143,102
UDN_BG_A_P_QC-NIST_M_036 & 144,101
UDN_BG_A_P_QC-NIST_M_036 & 145,102
UDN_BG_A_P_QC-NIST_M_036 & 146,102
UDN_BG_A_P_QC-NIST_M_036 & 147,102
UDN_BG_A_P_QC-NIST_M_036 & 148,102
UDN_BG_A_P_QC-NIST_M_036 & 149,99
UDN_BG_A_P_QC-NIST_M_036 & 15,12
UDN_BG_A_P_QC-NIST_M_036 & 150,99
UDN_BG_A_P_QC-NIST_M_036 & 151,97
UDN_BG_A_P_QC-NIST_M_036 & 152,94
UDN_BG_A_P_QC-NIST_M_036 & 153,96
UDN_BG_A_P_QC-NIST_M_036 & 154,95
UDN_BG_A_P_QC-NIST_M_036 & 155,94
UDN_BG_A_P_QC-NIST_M_036 & 156,86
UDN_BG_A_P_QC-NIST_M_036 & 157,85
UDN_BG_A_P_QC-NIST_M_036 & 158,79
UDN_BG_A_P_QC-NIST_M_036 & 159,80
UDN_BG_A_P_QC-NIST_M_036 & 16,12
UDN_BG_A_P_QC-NIST_M_036 & 160,77
UDN_BG_A_P_QC-NIST_M_036 & 161,76
UDN_BG_A_P_QC-NIST_M_036 & 162,74
UDN_BG_A_P_QC-NIST_M_036 & 163,72
UDN_BG_A_P_QC-NIST_M_036 & 164,65
UDN_BG_A_P_QC-NIST_M_036 & 165,58
UDN_BG_A_P_QC-NIST_M_036 & 166,53
UDN_BG_A_P_QC-NIST_M_036 & 167,52
UDN_BG_A_P_QC-NIST_M_036 & 168,51
UDN_BG_A_P_QC-NIST_M_036 & 169,49
UDN_BG_A_P_QC-NIST_M_036 & 17,12
UDN_BG_A_P_QC-NIST_M_036 & 170,48
UDN_BG_A_P_QC-NIST_M_036 & 171,47
UDN_BG_A_P_QC-NIST_M_036 & 172,51
UDN_BG_A_P_QC-NIST_M_036 & 173,54
UDN_BG_A_P_QC-NIST_M_036 & 174,56
UDN_BG_A_P_QC-NIST_M_036 & 175,53
UDN_BG_A_P_QC-NIST_M_036 & 176,61
UDN_BG_A_P_QC-NIST_M_036 & 177,56
UDN_BG_A_P_QC-NIST_M_036 & 178,50
UDN_BG_A_P_QC-NIST_M_036 & 179,42
UDN_BG_A_P_QC-NIST_M_036 & 18,12
UDN_BG_A_P_QC-NIST_M_036 & 180,39
UDN_BG_A_P_QC-NIST_M_036 & 181,36
UDN_BG_A_P_QC-NIST_M_036 & 182,36
UDN_BG_A_P_QC-NIST_M_036 & 183,33
UDN_BG_A_P_QC-NIST_M_036 & 184,35
UDN_BG_A_P_QC-NIST_M_036 & 185,35
UDN_BG_A_P_QC-NIST_M_036 & 186,32
UDN_BG_A_P_QC-NIST_M_036 & 187,33
UDN_BG_A_P_QC-NIST_M_036 & 188,32
UDN_BG_A_P_QC-NIST_M_036 & 189,32
UDN_BG_A_P_QC-NIST_M_036 & 19,15
UDN_BG_A_P_QC-NIST_M_036 & 190,26
UDN_BG_A_P_QC-NIST_M_036 & 191,26
UDN_BG_A_P_QC-NIST_M_036 & 192,19
UDN_BG_A_P_QC-NIST_M_036 & 193,16
UDN_BG_A_P_QC-NIST_M_036 & 194,12
UDN_BG_A_P_QC-NIST_M_036 & 195,10
UDN_BG_A_P_QC-NIST_M_036 & 196,10
UDN_BG_A_P_QC-NIST_M_036 & 197,12
UDN_BG_A_P_QC-NIST_M_036 & 198,13
UDN_BG_A_P_QC-NIST_M_036 & 199,20
UDN_BG_A_P_QC-NIST_M_036 & 2,1
UDN_BG_A_P_QC-NIST_M_036 & 20,19
UDN_BG_A_P_QC-NIST_M_036 & 200,20
UDN_BG_A_P_QC-NIST_M_036 & 201,23
UDN_BG_A_P_QC-NIST_M_036 & 202,27
UDN_BG_A_P_QC-NIST_M_036 & 203,30
UDN_BG_A_P_QC-NIST_M_036 & 204,29
UDN_BG_A_P_QC-NIST_M_036 & 205,25
UDN_BG_A_P_QC-NIST_M_036 & 206,10
UDN_BG_A_P_QC-NIST_M_036 & 207,13
UDN_BG_A_P_QC-NIST_M_036 & 208,11
UDN_BG_A_P_QC-NIST_M_036 & 209,11
UDN_BG_A_P_QC-NIST_M_036 & 21,26
UDN_BG_A_P_QC-NIST_M_036 & 210,19
UDN_BG_A_P_QC-NIST_M_036 & 211,24
UDN_BG_A_P_QC-NIST_M_036 & 212,29
UDN_BG_A_P_QC-NIST_M_036 & 213,27
UDN_BG_A_P_QC-NIST_M_036 & 214,31
UDN_BG_A_P_QC-NIST_M_036 & 215,26
UDN_BG_A_P_QC-NIST_M_036 & 216,25
UDN_BG_A_P_QC-NIST_M_036 & 217,28
UDN_BG_A_P_QC-NIST_M_036 & 218,15
UDN_BG_A_P_QC-NIST_M_036 & 219,8
UDN_BG_A_P_QC-NIST_M_036 & 22,27
UDN_BG_A_P_QC-NIST_M_036 & 23,28
UDN_BG_A_P_QC-NIST_M_036 & 24,28
UDN_BG_A_P_QC-NIST_M_036 & 25,31
UDN_BG_A_P_QC-NIST_M_036 & 26,35
UDN_BG_A_P_QC-NIST_M_036 & 27,35
UDN_BG_A_P_QC-NIST_M_036 & 28,34
UDN_BG_A_P_QC-NIST_M_036 & 29,34
UDN_BG_A_P_QC-NIST_M_036 & 3,1
UDN_BG_A_P_QC-NIST_M_036 & 30,35
UDN_BG_A_P_QC-NIST_M_036 & 31,37
UDN_BG_A_P_QC-NIST_M_036 & 32,34
UDN_BG_A_P_QC-NIST_M_036 & 33,36
UDN_BG_A_P_QC-NIST_M_036 & 34,36
UDN_BG_A_P_QC-NIST_M_036 & 35,35
UDN_BG_A_P_QC-NIST_M_036 & 36,37
UDN_BG_A_P_QC-NIST_M_036 & 37,34
UDN_BG_A_P_QC-NIST_M_036 & 38,34
UDN_BG_A_P_QC-NIST_M_036 & 39,35
UDN_BG_A_P_QC-NIST_M_036 & 4,1
UDN_BG_A_P_QC-NIST_M_036 & 40,36
UDN_BG_A_P_QC-NIST_M_036 & 41,38
UDN_BG_A_P_QC-NIST_M_036 & 42,41
UDN_BG_A_P_QC-NIST_M_036 & 43,41
UDN_BG_A_P_QC-NIST_M_036 & 44,41
UDN_BG_A_P_QC-NIST_M_036 & 45,39
UDN_BG_A_P_QC-NIST_M_036 & 46,38
UDN_BG_A_P_QC-NIST_M_036 & 47,37
UDN_BG_A_P_QC-NIST_M_036 & 48,38
UDN_BG_A_P_QC-NIST_M_036 & 49,39
UDN_BG_A_P_QC-NIST_M_036 & 5,1
UDN_BG_A_P_QC-NIST_M_036 & 50,42
UDN_BG_A_P_QC-NIST_M_036 & 51,41
UDN_BG_A_P_QC-NIST_M_036 & 52,41
UDN_BG_A_P_QC-NIST_M_036 & 53,41
UDN_BG_A_P_QC-NIST_M_036 & 54,42
UDN_BG_A_P_QC-NIST_M_036 & 55,42
UDN_BG_A_P_QC-NIST_M_036 & 56,42
UDN_BG_A_P_QC-NIST_M_036 & 57,41
UDN_BG_A_P_QC-NIST_M_036 & 58,42
UDN_BG_A_P_QC-NIST_M_036 & 59,37
UDN_BG_A_P_QC-NIST_M_036 & 6,2
UDN_BG_A_P_QC-NIST_M_036 & 60,37
UDN_BG_A_P_QC-NIST_M_036 & 61,40
UDN_BG_A_P_QC-NIST_M_036 & 62,40
UDN_BG_A_P_QC-NIST_M_036 & 63,41
UDN_BG_A_P_QC-NIST_M_036 & 64,42
UDN_BG_A_P_QC-NIST_M_036 & 65,43
UDN_BG_A_P_QC-NIST_M_036 & 66,48
UDN_BG_A_P_QC-NIST_M_036 & 67,50
UDN_BG_A_P_QC-NIST_M_036 & 68,47
UDN_BG_A_P_QC-NIST_M_036 & 69,47
UDN_BG_A_P_QC-NIST_M_036 & 7,8
UDN_BG_A_P_QC-NIST_M_036 & 70,55
UDN_BG_A_P_QC-NIST_M_036 & 71,55
UDN_BG_A_P_QC-NIST_M_036 & 72,56
UDN_BG_A_P_QC-NIST_M_036 & 73,53
UDN_BG_A_P_QC-NIST_M_036 & 74,55
UDN_BG_A_P_QC-NIST_M_036 & 75,57
UDN_BG_A_P_QC-NIST_M_036 & 76,52
UDN_BG_A_P_QC-NIST_M_036 & 77,51
UDN_BG_A_P_QC-NIST_M_036 & 78,51
UDN_BG_A_P_QC-NIST_M_036 & 79,51
UDN_BG_A_P_QC-NIST_M_036 & 8,10
UDN_BG_A_P_QC-NIST_M_036 & 80,56
UDN_BG_A_P_QC-NIST_M_036 & 81,53
UDN_BG_A_P_QC-NIST_M_036 & 82,56
UDN_BG_A_P_QC-NIST_M_036 & 83,57
UDN_BG_A_P_QC-NIST_M_036 & 84,61
UDN_BG_A_P_QC-NIST_M_036 & 85,65
UDN_BG_A_P_QC-NIST_M_036 & 86,70
UDN_BG_A_P_QC-NIST_M_036 & 87,71
UDN_BG_A_P_QC-NIST_M_036 & 88,71
UDN_BG_A_P_QC-NIST_M_036 & 89,70
UDN_BG_A_P_QC-NIST_M_036 & 9,10
UDN_BG_A_P_QC-NIST_M_036 & 90,68
UDN_BG_A_P_QC-NIST_M_036 & 91,68
UDN_BG_A_P_QC-NIST_M_036 & 92,68
UDN_BG_A_P_QC-NIST_M_036 & 93,69
UDN_BG_A_P_QC-NIST_M_036 & 94,72
UDN_BG_A_P_QC-NIST_M_036 & 95,64
UDN_BG_A_P_QC-NIST_M_036 & 96,63
UDN_BG_A_P_QC-NIST_M_036 & 97,61
UDN_BG_A_P_QC-NIST_M_036 & 98,62
UDN_BG_A_P_QC-NIST_M_036 & 99,61
UDN_BG_A_P_QC-NIST_M_037 & 0,1
UDN_BG_A_P_QC-NIST_M_037 & 1,1
UDN_BG_A_P_QC-NIST_M_037 & 10,1
UDN_BG_A_P_QC-NIST_M_037 & 100,65
UDN_BG_A_P_QC-NIST_M_037 & 101,67
UDN_BG_A_P_QC-NIST_M_037 & 102,70
UDN_BG_A_P_QC-NIST_M_037 & 103,70
UDN_BG_A_P_QC-NIST_M_037 & 104,71
UDN_BG_A_P_QC-NIST_M_037 & 105,75
UDN_BG_A_P_QC-NIST_M_037 & 106,73
UDN_BG_A_P_QC-NIST_M_037 & 107,71
UDN_BG_A_P_QC-NIST_M_037 & 108,67
UDN_BG_A_P_QC-NIST_M_037 & 109,67
UDN_BG_A_P_QC-NIST_M_037 & 11,2
UDN_BG_A_P_QC-NIST_M_037 & 110,67
UDN_BG_A_P_QC-NIST_M_037 & 111,67
UDN_BG_A_P_QC-NIST_M_037 & 112,69
UDN_BG_A_P_QC-NIST_M_037 & 113,72
UDN_BG_A_P_QC-NIST_M_037 & 114,65
UDN_BG_A_P_QC-NIST_M_037 & 115,62
UDN_BG_A_P_QC-NIST_M_037 & 116,61
UDN_BG_A_P_QC-NIST_M_037 & 117,62
UDN_BG_A_P_QC-NIST_M_037 & 118,60
UDN_BG_A_P_QC-NIST_M_037 & 119,65
UDN_BG_A_P_QC-NIST_M_037 & 12,6
UDN_BG_A_P_QC-NIST_M_037 & 120,62
UDN_BG_A_P_QC-NIST_M_037 & 121,61
UDN_BG_A_P_QC-NIST_M_037 & 122,60
UDN_BG_A_P_QC-NIST_M_037 & 123,57
UDN_BG_A_P_QC-NIST_M_037 & 124,61
UDN_BG_A_P_QC-NIST_M_037 & 125,61
UDN_BG_A_P_QC-NIST_M_037 & 126,67
UDN_BG_A_P_QC-NIST_M_037 & 127,68
UDN_BG_A_P_QC-NIST_M_037 & 128,67
UDN_BG_A_P_QC-NIST_M_037 & 129,68
UDN_BG_A_P_QC-NIST_M_037 & 13,6
UDN_BG_A_P_QC-NIST_M_037 & 130,69
UDN_BG_A_P_QC-NIST_M_037 & 131,69
UDN_BG_A_P_QC-NIST_M_037 & 132,68
UDN_BG_A_P_QC-NIST_M_037 & 133,68
UDN_BG_A_P_QC-NIST_M_037 & 134,78
UDN_BG_A_P_QC-NIST_M_037 & 135,74
UDN_BG_A_P_QC-NIST_M_037 & 136,74
UDN_BG_A_P_QC-NIST_M_037 & 137,69
UDN_BG_A_P_QC-NIST_M_037 & 138,68
UDN_BG_A_P_QC-NIST_M_037 & 139,65
UDN_BG_A_P_QC-NIST_M_037 & 14,10
UDN_BG_A_P_QC-NIST_M_037 & 140,62
UDN_BG_A_P_QC-NIST_M_037 & 141,68
UDN_BG_A_P_QC-NIST_M_037 & 142,73
UDN_BG_A_P_QC-NIST_M_037 & 143,76
UDN_BG_A_P_QC-NIST_M_037 & 144,69
UDN_BG_A_P_QC-NIST_M_037 & 145,69
UDN_BG_A_P_QC-NIST_M_037 & 146,74
UDN_BG_A_P_QC-NIST_M_037 & 147,84
UDN_BG_A_P_QC-NIST_M_037 & 148,84
UDN_BG_A_P_QC-NIST_M_037 & 149,82
UDN_BG_A_P_QC-NIST_M_037 & 15,10
UDN_BG_A_P_QC-NIST_M_037 & 150,83
UDN_BG_A_P_QC-NIST_M_037 & 151,84
UDN_BG_A_P_QC-NIST_M_037 & 152,89
UDN_BG_A_P_QC-NIST_M_037 & 153,86
UDN_BG_A_P_QC-NIST_M_037 & 154,90
UDN_BG_A_P_QC-NIST_M_037 & 155,90
UDN_BG_A_P_QC-NIST_M_037 & 156,92
UDN_BG_A_P_QC-NIST_M_037 & 157,92
UDN_BG_A_P_QC-NIST_M_037 & 158,91
UDN_BG_A_P_QC-NIST_M_037 & 159,91
UDN_BG_A_P_QC-NIST_M_037 & 16,11
UDN_BG_A_P_QC-NIST_M_037 & 160,93
UDN_BG_A_P_QC-NIST_M_037 & 161,93
UDN_BG_A_P_QC-NIST_M_037 & 162,90
UDN_BG_A_P_QC-NIST_M_037 & 163,87
UDN_BG_A_P_QC-NIST_M_037 & 164,88
UDN_BG_A_P_QC-NIST_M_037 & 165,92
UDN_BG_A_P_QC-NIST_M_037 & 166,100
UDN_BG_A_P_QC-NIST_M_037 & 167,97
UDN_BG_A_P_QC-NIST_M_037 & 168,99
UDN_BG_A_P_QC-NIST_M_037 & 169,99
UDN_BG_A_P_QC-NIST_M_037 & 17,11
UDN_BG_A_P_QC-NIST_M_037 & 170,103
UDN_BG_A_P_QC-NIST_M_037 & 171,98
UDN_BG_A_P_QC-NIST_M_037 & 172,102
UDN_BG_A_P_QC-NIST_M_037 & 173,101
UDN_BG_A_P_QC-NIST_M_037 & 174,101
UDN_BG_A_P_QC-NIST_M_037 & 175,101
UDN_BG_A_P_QC-NIST_M_037 & 176,102
UDN_BG_A_P_QC-NIST_M_037 & 177,103
UDN_BG_A_P_QC-NIST_M_037 & 178,100
UDN_BG_A_P_QC-NIST_M_037 & 179,100
UDN_BG_A_P_QC-NIST_M_037 & 18,11
UDN_BG_A_P_QC-NIST_M_037 & 180,101
UDN_BG_A_P_QC-NIST_M_037 & 181,99
UDN_BG_A_P_QC-NIST_M_037 & 182,98
UDN_BG_A_P_QC-NIST_M_037 & 183,97
UDN_BG_A_P_QC-NIST_M_037 & 184,94
UDN_BG_A_P_QC-NIST_M_037 & 185,98
UDN_BG_A_P_QC-NIST_M_037 & 186,96
UDN_BG_A_P_QC-NIST_M_037 & 187,94
UDN_BG_A_P_QC-NIST_M_037 & 188,95
UDN_BG_A_P_QC-NIST_M_037 & 189,86
UDN_BG_A_P_QC-NIST_M_037 & 19,11
UDN_BG_A_P_QC-NIST_M_037 & 190,86
UDN_BG_A_P_QC-NIST_M_037 & 191,89
UDN_BG_A_P_QC-NIST_M_037 & 192,90
UDN_BG_A_P_QC-NIST_M_037 & 193,82
UDN_BG_A_P_QC-NIST_M_037 & 194,81
UDN_BG_A_P_QC-NIST_M_037 & 195,80
UDN_BG_A_P_QC-NIST_M_037 & 196,80
UDN_BG_A_P_QC-NIST_M_037 & 197,75
UDN_BG_A_P_QC-NIST_M_037 & 198,75
UDN_BG_A_P_QC-NIST_M_037 & 199,72
UDN_BG_A_P_QC-NIST_M_037 & 2,1
UDN_BG_A_P_QC-NIST_M_037 & 20,12
UDN_BG_A_P_QC-NIST_M_037 & 200,63
UDN_BG_A_P_QC-NIST_M_037 & 201,58
UDN_BG_A_P_QC-NIST_M_037 & 202,55
UDN_BG_A_P_QC-NIST_M_037 & 203,53
UDN_BG_A_P_QC-NIST_M_037 & 204,53
UDN_BG_A_P_QC-NIST_M_037 & 205,49
UDN_BG_A_P_QC-NIST_M_037 & 206,51
UDN_BG_A_P_QC-NIST_M_037 & 207,49
UDN_BG_A_P_QC-NIST_M_037 & 208,49
UDN_BG_A_P_QC-NIST_M_037 & 209,48
UDN_BG_A_P_QC-NIST_M_037 & 21,12
UDN_BG_A_P_QC-NIST_M_037 & 210,48
UDN_BG_A_P_QC-NIST_M_037 & 211,47
UDN_BG_A_P_QC-NIST_M_037 & 212,51
UDN_BG_A_P_QC-NIST_M_037 & 213,54
UDN_BG_A_P_QC-NIST_M_037 & 214,56
UDN_BG_A_P_QC-NIST_M_037 & 215,61
UDN_BG_A_P_QC-NIST_M_037 & 216,55
UDN_BG_A_P_QC-NIST_M_037 & 217,50
UDN_BG_A_P_QC-NIST_M_037 & 218,47
UDN_BG_A_P_QC-NIST_M_037 & 219,45
UDN_BG_A_P_QC-NIST_M_037 & 22,13
UDN_BG_A_P_QC-NIST_M_037 & 220,41
UDN_BG_A_P_QC-NIST_M_037 & 221,36
UDN_BG_A_P_QC-NIST_M_037 & 222,37
UDN_BG_A_P_QC-NIST_M_037 & 223,35
UDN_BG_A_P_QC-NIST_M_037 & 224,33
UDN_BG_A_P_QC-NIST_M_037 & 225,35
UDN_BG_A_P_QC-NIST_M_037 & 226,34
UDN_BG_A_P_QC-NIST_M_037 & 227,33
UDN_BG_A_P_QC-NIST_M_037 & 228,33
UDN_BG_A_P_QC-NIST_M_037 & 229,35
UDN_BG_A_P_QC-NIST_M_037 & 23,12
UDN_BG_A_P_QC-NIST_M_037 & 230,35
UDN_BG_A_P_QC-NIST_M_037 & 231,33
UDN_BG_A_P_QC-NIST_M_037 & 232,32
UDN_BG_A_P_QC-NIST_M_037 & 233,31
UDN_BG_A_P_QC-NIST_M_037 & 234,31
UDN_BG_A_P_QC-NIST_M_037 & 235,21
UDN_BG_A_P_QC-NIST_M_037 & 236,19
UDN_BG_A_P_QC-NIST_M_037 & 237,11
UDN_BG_A_P_QC-NIST_M_037 & 238,10
UDN_BG_A_P_QC-NIST_M_037 & 239,10
UDN_BG_A_P_QC-NIST_M_037 & 24,11
UDN_BG_A_P_QC-NIST_M_037 & 240,12
UDN_BG_A_P_QC-NIST_M_037 & 241,11
UDN_BG_A_P_QC-NIST_M_037 & 242,20
UDN_BG_A_P_QC-NIST_M_037 & 243,20
UDN_BG_A_P_QC-NIST_M_037 & 244,28
UDN_BG_A_P_QC-NIST_M_037 & 245,30
UDN_BG_A_P_QC-NIST_M_037 & 246,29
UDN_BG_A_P_QC-NIST_M_037 & 247,25
UDN_BG_A_P_QC-NIST_M_037 & 248,13
UDN_BG_A_P_QC-NIST_M_037 & 249,11
UDN_BG_A_P_QC-NIST_M_037 & 25,13
UDN_BG_A_P_QC-NIST_M_037 & 250,11
UDN_BG_A_P_QC-NIST_M_037 & 251,16
UDN_BG_A_P_QC-NIST_M_037 & 252,19
UDN_BG_A_P_QC-NIST_M_037 & 253,24
UDN_BG_A_P_QC-NIST_M_037 & 254,34
UDN_BG_A_P_QC-NIST_M_037 & 255,29
UDN_BG_A_P_QC-NIST_M_037 & 256,27
UDN_BG_A_P_QC-NIST_M_037 & 257,31
UDN_BG_A_P_QC-NIST_M_037 & 258,26
UDN_BG_A_P_QC-NIST_M_037 & 259,25
UDN_BG_A_P_QC-NIST_M_037 & 26,12
UDN_BG_A_P_QC-NIST_M_037 & 260,28
UDN_BG_A_P_QC-NIST_M_037 & 261,15
UDN_BG_A_P_QC-NIST_M_037 & 262,8
UDN_BG_A_P_QC-NIST_M_037 & 263,10
UDN_BG_A_P_QC-NIST_M_037 & 264,7
UDN_BG_A_P_QC-NIST_M_037 & 27,13
UDN_BG_A_P_QC-NIST_M_037 & 28,15
UDN_BG_A_P_QC-NIST_M_037 & 29,16
UDN_BG_A_P_QC-NIST_M_037 & 3,1
UDN_BG_A_P_QC-NIST_M_037 & 30,26
UDN_BG_A_P_QC-NIST_M_037 & 31,26
UDN_BG_A_P_QC-NIST_M_037 & 32,26
UDN_BG_A_P_QC-NIST_M_037 & 33,29
UDN_BG_A_P_QC-NIST_M_037 & 34,30
UDN_BG_A_P_QC-NIST_M_037 & 35,32
UDN_BG_A_P_QC-NIST_M_037 & 36,34
UDN_BG_A_P_QC-NIST_M_037 & 37,34
UDN_BG_A_P_QC-NIST_M_037 & 38,34
UDN_BG_A_P_QC-NIST_M_037 & 39,33
UDN_BG_A_P_QC-NIST_M_037 & 4,1
UDN_BG_A_P_QC-NIST_M_037 & 40,34
UDN_BG_A_P_QC-NIST_M_037 & 41,36
UDN_BG_A_P_QC-NIST_M_037 & 42,37
UDN_BG_A_P_QC-NIST_M_037 & 43,36
UDN_BG_A_P_QC-NIST_M_037 & 44,36
UDN_BG_A_P_QC-NIST_M_037 & 45,35
UDN_BG_A_P_QC-NIST_M_037 & 46,34
UDN_BG_A_P_QC-NIST_M_037 & 47,34
UDN_BG_A_P_QC-NIST_M_037 & 48,36
UDN_BG_A_P_QC-NIST_M_037 & 49,37
UDN_BG_A_P_QC-NIST_M_037 & 5,1
UDN_BG_A_P_QC-NIST_M_037 & 50,38
UDN_BG_A_P_QC-NIST_M_037 & 51,41
UDN_BG_A_P_QC-NIST_M_037 & 52,40
UDN_BG_A_P_QC-NIST_M_037 & 53,39
UDN_BG_A_P_QC-NIST_M_037 & 54,38
UDN_BG_A_P_QC-NIST_M_037 & 55,37
UDN_BG_A_P_QC-NIST_M_037 & 56,37
UDN_BG_A_P_QC-NIST_M_037 & 57,38
UDN_BG_A_P_QC-NIST_M_037 & 58,38
UDN_BG_A_P_QC-NIST_M_037 & 59,39
UDN_BG_A_P_QC-NIST_M_037 & 6,1
UDN_BG_A_P_QC-NIST_M_037 & 60,39
UDN_BG_A_P_QC-NIST_M_037 & 61,39
UDN_BG_A_P_QC-NIST_M_037 & 62,43
UDN_BG_A_P_QC-NIST_M_037 & 63,41
UDN_BG_A_P_QC-NIST_M_037 & 64,41
UDN_BG_A_P_QC-NIST_M_037 & 65,41
UDN_BG_A_P_QC-NIST_M_037 & 66,42
UDN_BG_A_P_QC-NIST_M_037 & 67,42
UDN_BG_A_P_QC-NIST_M_037 & 68,41
UDN_BG_A_P_QC-NIST_M_037 & 69,40
UDN_BG_A_P_QC-NIST_M_037 & 7,1
UDN_BG_A_P_QC-NIST_M_037 & 70,37
UDN_BG_A_P_QC-NIST_M_037 & 71,37
UDN_BG_A_P_QC-NIST_M_037 & 72,40
UDN_BG_A_P_QC-NIST_M_037 & 73,40
UDN_BG_A_P_QC-NIST_M_037 & 74,43
UDN_BG_A_P_QC-NIST_M_037 & 75,43
UDN_BG_A_P_QC-NIST_M_037 & 76,44
UDN_BG_A_P_QC-NIST_M_037 & 77,48
UDN_BG_A_P_QC-NIST_M_037 & 78,50
UDN_BG_A_P_QC-NIST_M_037 & 79,47
UDN_BG_A_P_QC-NIST_M_037 & 8,1
UDN_BG_A_P_QC-NIST_M_037 & 80,45
UDN_BG_A_P_QC-NIST_M_037 & 81,47
UDN_BG_A_P_QC-NIST_M_037 & 82,55
UDN_BG_A_P_QC-NIST_M_037 & 83,55
UDN_BG_A_P_QC-NIST_M_037 & 84,56
UDN_BG_A_P_QC-NIST_M_037 & 85,54
UDN_BG_A_P_QC-NIST_M_037 & 86,53
UDN_BG_A_P_QC-NIST_M_037 & 87,55
UDN_BG_A_P_QC-NIST_M_037 & 88,56
UDN_BG_A_P_QC-NIST_M_037 & 89,56
UDN_BG_A_P_QC-NIST_M_037 & 9,1
UDN_BG_A_P_QC-NIST_M_037 & 90,57
UDN_BG_A_P_QC-NIST_M_037 & 91,55
UDN_BG_A_P_QC-NIST_M_037 & 92,51
UDN_BG_A_P_QC-NIST_M_037 & 93,52
UDN_BG_A_P_QC-NIST_M_037 & 94,49
UDN_BG_A_P_QC-NIST_M_037 & 95,55
UDN_BG_A_P_QC-NIST_M_037 & 96,53
UDN_BG_A_P_QC-NIST_M_037 & 97,56
UDN_BG_A_P_QC-NIST_M_037 & 98,57
UDN_BG_A_P_QC-NIST_M_037 & 99,60
UDN_BG_A_P_QC-NIST_M_039 & 0,1
UDN_BG_A_P_QC-NIST_M_039 & 1,1
UDN_BG_A_P_QC-NIST_M_039 & 10,1
UDN_BG_A_P_QC-NIST_M_039 & 100,65
UDN_BG_A_P_QC-NIST_M_039 & 101,62
UDN_BG_A_P_QC-NIST_M_039 & 102,61
UDN_BG_A_P_QC-NIST_M_039 & 103,60
UDN_BG_A_P_QC-NIST_M_039 & 104,57
UDN_BG_A_P_QC-NIST_M_039 & 105,61
UDN_BG_A_P_QC-NIST_M_039 & 106,61
UDN_BG_A_P_QC-NIST_M_039 & 107,66
UDN_BG_A_P_QC-NIST_M_039 & 108,68
UDN_BG_A_P_QC-NIST_M_039 & 109,69
UDN_BG_A_P_QC-NIST_M_039 & 11,2
UDN_BG_A_P_QC-NIST_M_039 & 110,68
UDN_BG_A_P_QC-NIST_M_039 & 111,68
UDN_BG_A_P_QC-NIST_M_039 & 112,73
UDN_BG_A_P_QC-NIST_M_039 & 113,74
UDN_BG_A_P_QC-NIST_M_039 & 114,70
UDN_BG_A_P_QC-NIST_M_039 & 115,62
UDN_BG_A_P_QC-NIST_M_039 & 116,67
UDN_BG_A_P_QC-NIST_M_039 & 117,68
UDN_BG_A_P_QC-NIST_M_039 & 118,73
UDN_BG_A_P_QC-NIST_M_039 & 119,70
UDN_BG_A_P_QC-NIST_M_039 & 12,6
UDN_BG_A_P_QC-NIST_M_039 & 120,74
UDN_BG_A_P_QC-NIST_M_039 & 121,84
UDN_BG_A_P_QC-NIST_M_039 & 122,81
UDN_BG_A_P_QC-NIST_M_039 & 123,88
UDN_BG_A_P_QC-NIST_M_039 & 124,87
UDN_BG_A_P_QC-NIST_M_039 & 125,92
UDN_BG_A_P_QC-NIST_M_039 & 126,91
UDN_BG_A_P_QC-NIST_M_039 & 127,94
UDN_BG_A_P_QC-NIST_M_039 & 128,93
UDN_BG_A_P_QC-NIST_M_039 & 129,93
UDN_BG_A_P_QC-NIST_M_039 & 13,9
UDN_BG_A_P_QC-NIST_M_039 & 130,88
UDN_BG_A_P_QC-NIST_M_039 & 131,93
UDN_BG_A_P_QC-NIST_M_039 & 132,101
UDN_BG_A_P_QC-NIST_M_039 & 133,99
UDN_BG_A_P_QC-NIST_M_039 & 134,100
UDN_BG_A_P_QC-NIST_M_039 & 135,102
UDN_BG_A_P_QC-NIST_M_039 & 136,103
UDN_BG_A_P_QC-NIST_M_039 & 137,104
UDN_BG_A_P_QC-NIST_M_039 & 138,100
UDN_BG_A_P_QC-NIST_M_039 & 139,101
